,Id,imdbId,primaryTitle,startYear,runtimeMinutes,IMDB Score,Genre
1431,1431,458525,X-Men Origins: Wolverine,2009,107,6.7,0
1740,1740,114198,Prowokator,1995,88,6.4,2
2480,2480,2638144,Ben-Hur,2016,123,5.7,0
2531,2531,1049956,The Caller,2008,92,5.6,2
716,716,439574,The Fourth World War,2003,78,7.3,3
2057,2057,3582088,Sweet Alibis,2014,113,6.2,1
590,590,484211,Life After Tomorrow,2006,73,7.4,3
735,735,970184,Operation Homecoming: Writing the Wartime Experience,2007,81,7.3,3
2867,2867,2103254,Tammy,2014,97,4.9,1
1606,1606,4029998,My Life Directed by Nicolas Winding Refn,2014,58,6.6,3
1852,1852,116931,Love and Other Catastrophes,1996,76,6.3,1
2033,2033,1915570,I Got Next,2011,97,6.2,3
2902,2902,118615,Anaconda,1997,89,4.7,0
98,98,494831,The Shutka Book of Records,2005,78,8.1,3
1583,1583,1951266,The Hunger Games: Mockingjay - Part 2,2015,137,6.6,0
3015,3015,1007032,iMurders,2008,94,3.9,2
2329,2329,3034258,Meu Passado Me Condena: O Filme,2013,102,5.9,1
296,296,480025,This Is England,2006,101,7.7,2
845,845,492447,Black Gold,2006,78,7.2,3
666,666,4126304,Cartel Land,2015,100,7.4,3
1384,1384,4943594,The Search for Freedom,2015,92,6.8,3
2517,2517,440067,Explosive City,2004,99,5.6,0
1179,1179,368891,National Treasure,2004,131,6.9,0
947,947,237534,Brotherhood of the Wolf,2001,142,7.1,0
1115,1115,1432989,Soundtracker,2010,82,7.0,3
269,269,117262,Orson Welles: The One-Man Band,1995,88,7.7,3
277,277,310775,Sympathy for Mr. Vengeance,2002,129,7.7,2
2668,2668,2507238,Me Him Her,2015,98,5.4,1
443,443,2401099,Trashed,2012,98,7.6,3
1124,1124,1924429,Trance,2013,101,7.0,2
2607,2607,1951095,Child of God,2013,104,5.5,2
1396,1396,119728,Mumia Abu-Jamal: A Case for Reasonable Doubt?,1998,74,6.7,3
662,662,3597400,Just Eat It: A Food Waste Story,2014,75,7.4,3
1999,1999,493567,Black Kiss,2004,133,6.2,2
2420,2420,109893,Getting In,1994,94,5.7,1
419,419,1445203,Hot Coffee,2011,88,7.6,3
152,152,1866282,Triangle: Remembering the Fire,2011,40,8.0,3
1335,1335,1235790,Magic Trip: Ken Kesey's Search for a Kool Place,2011,107,6.8,3
321,321,1784538,Miss Representation,2011,85,7.7,3
58,58,1202579,Under Our Skin,2008,104,8.3,3
915,915,3607812,The Sheik,2014,95,7.2,3
2505,2505,300556,Timeline,2003,116,5.6,0
2040,2040,2325719,Hellbound?,2012,84,6.2,3
2831,2831,466403,Unnatural & Accidental,2006,90,5.0,2
2258,2258,101453,Billy Bathgate,1991,106,5.9,2
186,186,1185370,The King of Texas,2008,74,7.9,3
2158,2158,2112210,My Awkward Sexual Adventure,2012,98,6.1,1
1949,1949,102178,K2,1991,102,6.2,0
1812,1812,1382470,In a Town This Size,2011,71,6.4,3
1366,1366,2544182,The Enemy Within,2013,107,6.8,2
1510,1510,119468,Kiss the Girls,1997,115,6.6,2
2066,2066,104627,Knight Moves,1992,116,6.1,2
485,485,390221,Maria Full of Grace,2004,101,7.5,2
1093,1093,816711,World War Z,2013,116,7.0,0
2309,2309,1201658,By the People: The Election of Barack Obama,2009,116,5.9,3
2107,2107,362771,Ishq Vishk,2003,134,6.1,1
2442,2442,306892,George and the Dragon,2004,93,5.7,0
2504,2504,295289,A Guy Thing,2003,101,5.6,1
2453,2453,848281,The Deal,2008,100,5.7,1
2671,2671,3202408,Relationship Status: It's Complicated,2014,98,5.4,1
922,922,4893244,Taikon,2015,90,7.2,3
1703,1703,2330270,Hank and Asha,2013,73,6.5,1
2830,2830,459387,The Great Ecstasy of Robert Carmichael,2005,96,5.0,2
2461,2461,1343755,Rabbit Without Ears 2,2009,124,5.7,1
2598,2598,1121096,Seventh Son,2014,102,5.5,0
534,534,3362914,We Come as Friends,2014,110,7.5,3
668,668,4406298,That Gal... Who Was in That Thing: That Guy 2,2015,80,7.4,3
1713,1713,3288948,Two Step,2014,93,6.5,2
2866,2866,1815862,After Earth,2013,100,4.9,0
1250,1250,4104022,People Places Things,2015,85,6.9,1
706,706,334029,OT: Our Town,2002,76,7.3,3
2306,2306,1138457,Once Upon a Time in Corea,2008,110,5.9,0
796,796,5161502,SOMM: Into the Bottle,2015,90,7.3,3
1664,1664,799916,Al Franken: God Spoke,2006,90,6.5,3
2631,2631,119190,George of the Jungle,1997,92,5.4,0
2530,2530,973785,The Bridge to Nowhere,2009,105,5.6,2
2718,2718,1901033,Garter Snake,2011,94,5.3,2
1778,1778,464184,Samoan Wedding,2006,97,6.4,1
2521,2521,486576,Fantastic 4: Rise of the Silver Surfer,2007,92,5.6,0
1561,1561,1223150,Walt & El Grupo,2008,106,6.6,3
1918,1918,1769383,A Big Love Story,2012,92,6.3,1
3017,3017,111301,Street Fighter,1994,102,3.8,0
819,819,166383,Tri muskarca Melite Zganjer,1998,97,7.2,1
2953,2953,118668,Back in Business,1997,93,4.4,0
1108,1108,1334247,Johnny Cash at Folsom Prison,2008,90,7.0,3
2920,2920,119088,Executive Target,1997,100,4.6,0
1989,1989,406754,Evilenko,2004,111,6.2,2
1891,1891,462465,Outlander,2008,115,6.3,0
860,860,1051245,Moving Midway,2007,95,7.2,3
44,44,109580,Death of a Nation: The Timor Conspiracy,1994,60,8.3,3
2871,2871,106258,American Samurai,1992,94,4.8,0
432,432,1951264,The Hunger Games: Catching Fire,2013,146,7.6,0
1610,1610,5358570,Like for Likes,2016,120,6.6,1
1522,1522,250202,All Over the Guy,2001,95,6.6,1
122,122,3848892,Baby,2015,159,8.1,0
1131,1131,2379679,Approaching the Elephant,2014,89,7.0,3
2071,2071,114898,Waterworld,1995,135,6.1,0
1964,1964,119594,Twilight,1998,94,6.2,2
1882,1882,427461,In ascolto,2006,105,6.3,2
1547,1547,494826,Severe Clear,2009,93,6.6,3
2589,2589,494864,Tenderness,2009,101,5.5,2
2073,2073,115645,Before and After,1996,108,6.1,2
2475,2475,2376218,The Forger,2014,92,5.7,2
585,585,457414,Midnight Movies: From the Margin to the Mainstream,2005,88,7.4,3
439,439,2258685,The World Before Her,2012,90,7.6,3
1100,1100,1161051,Playground,2009,85,7.0,3
233,233,780504,Drive,2011,100,7.8,2
1754,1754,177971,The Perfect Storm,2000,130,6.4,0
394,394,963807,I.O.U.S.A.,2008,85,7.6,3
1087,1087,479550,Ten Skies,2004,101,7.0,3
1702,1702,2241351,Money Monster,2016,98,6.5,2
62,62,2265179,Blood Brother,2013,92,8.3,3
219,219,150338,Divine Trash,1998,97,7.8,3
1701,1701,2125490,Detropia,2012,90,6.5,3
2982,2982,338459,Spy Kids 3: Game Over,2003,84,4.2,0
2410,2410,4213806,Toro,2016,105,5.8,2
2904,2904,204933,Camera Obscura,2000,99,4.7,2
2506,2506,318283,Alex & Emma,2003,96,5.6,1
3022,3022,1328865,The Treasure Hunter,2009,105,3.8,0
2280,2280,284971,Coastlines,2002,110,5.9,2
1698,1698,1964418,Tomorrowland,2015,130,6.5,0
1342,1342,1462667,Outrage,2010,109,6.8,2
2588,2588,458364,The Ex,2006,89,5.5,1
2623,2623,107927,The Real McCoy,1993,105,5.4,2
281,281,329094,Forget Baghdad: Jews and Arabs - The Iraqi Connection,2002,112,7.7,3
259,259,1787816,The Last Mountain,2011,95,7.8,3
1719,1719,3675486,Maidan,2014,134,6.5,3
1768,1768,363095,Freeze Frame,2004,99,6.4,2
750,750,1344784,Tapped,2009,76,7.3,3
2738,2738,107333,Knights,1993,90,5.2,0
1736,1736,112646,Catwalk,1995,95,6.4,3
1805,1805,1326954,Oh My God,2009,93,6.4,3
1330,1330,1159712,Lucky,2010,87,6.8,3
893,893,1782426,Dying to Have Known,2006,80,7.2,3
1016,1016,1605782,Comic-Con Episode IV: A Fan's Hope,2011,88,7.1,3
1688,1688,1510907,Behind the Burly Q,2010,97,6.5,3
1370,1370,3072482,Hardcore Henry,2015,96,6.8,0
1957,1957,110405,Paperback Romance,1994,94,6.2,1
1676,1676,1187041,The Answer Man,2009,97,6.5,1
2928,2928,1640486,Inside Out,2011,93,4.6,2
1253,1253,99103,Bandits,1991,95,6.8,0
2630,2630,118001,Two Much,1995,118,5.4,1
3085,3085,490170,Love Story 2050,2008,180,2.6,0
2529,2529,902952,Acolytes,2008,91,5.6,2
257,257,1581845,Somewhere Between,2011,88,7.8,3
854,854,978759,Frozen River,2008,97,7.2,2
2491,2491,109676,Drop Zone,1994,101,5.6,0
1826,1826,2298384,Love Is in the Air,2013,96,6.4,1
88,88,113247,La Haine,1995,98,8.1,2
1675,1675,1173922,Three Miles North of Molkom,2008,107,6.5,3
1633,1633,157503,Drop Dead Gorgeous,1999,97,6.5,1
335,335,2674040,Keep on Keepin' On,2014,84,7.7,3
202,202,2938416,All This Mayhem,2014,104,7.9,3
1261,1261,107146,The Advocate,1993,112,6.8,2
1976,1976,253335,No Turning Back,2001,98,6.2,0
838,838,363589,Elephant,2003,81,7.2,2
1199,1199,856778,Clubbed,2008,95,6.9,2
3000,3000,120604,Beowulf,1999,95,4.0,0
362,362,120126,"Sick: The Life & Death of Bob Flanagan, Supermasochist",1997,90,7.6,3
2093,2093,211465,Knockaround Guys,2001,92,6.1,2
1280,1280,258000,Panic Room,2002,112,6.8,2
2484,2484,3319920,Regression,2015,106,5.7,2
784,784,2822584,Future Shock! The Story of 2000AD,2014,110,7.3,3
204,204,3498820,Captain America: Civil War,2016,147,7.9,0
868,868,1205503,Without Bias,2009,96,7.2,3
1483,1483,3243196,The Righteous Thief,2009,117,6.7,0
3048,3048,3488056,10.0 Earthquake,2014,88,3.6,0
3055,3055,800003,Delta Farce,2007,90,3.5,0
145,145,1341746,Meat the Truth,2007,74,8.0,3
2142,2142,1395183,Erasing David,2010,80,6.1,3
188,188,1268204,Waste Land,2010,99,7.9,3
1674,1674,1142988,The Ugly Truth,2009,96,6.5,1
562,562,186151,Frequency,2000,118,7.4,2
692,692,134119,The Talented Mr. Ripley,1999,139,7.3,2
798,798,5434972,Fastball,2016,87,7.3,3
2518,2518,444849,Deeds,2005,117,5.6,2
2180,2180,107685,The Night We Never Met,1993,99,6.0,1
2183,2183,116743,Kama Sutra: A Tale of Love,1996,117,6.0,2
2380,2380,1440129,Battleship,2012,131,5.8,0
2839,2839,2669832,No Where No Body,2013,93,5.0,2
2835,2835,1151922,Miss March,2009,90,5.0,1
2363,2363,385677,Ellis in Glamourland,2004,95,5.8,1
1789,1789,1080012,Faintheart,2008,92,6.4,1
1596,1596,2870756,Magic in the Moonlight,2014,97,6.6,1
2305,2305,1105709,8 x 10 Tasveer,2009,122,5.9,2
398,398,1146298,Some Photos in the City of Sylvia,2007,67,7.6,3
3079,3079,101702,Delta Force 3: The Killing Game,1991,97,2.7,0
2481,2481,2979920,Bombay Velvet,2015,149,5.7,2
341,341,3675568,Merchants of Doubt,2014,96,7.7,3
1962,1962,117781,The Sunchaser,1996,122,6.2,2
936,936,115033,The Young Poisoner's Handbook,1995,99,7.1,2
2290,2290,411061,88 Minutes,2007,108,5.9,2
597,597,903943,The End of Poverty?,2008,106,7.4,3
946,946,233230,Trilogy: Three,2002,124,7.1,2
1319,1319,976026,Cheeni Kum,2007,140,6.8,1
1933,1933,2429414,Hanna's Journey,2013,100,6.3,1
448,448,3335378,Utopia,2013,110,7.6,3
1594,1594,2515030,Escobar: Paradise Lost,2014,120,6.6,2
325,325,1921040,Numbered,2012,55,7.7,3
2209,2209,367602,Zhui ma lao,2003,97,6.0,0
698,698,208196,Happy Accidents,2000,110,7.3,1
2415,2415,102070,Hudson Hawk,1991,100,5.7,0
2340,2340,113394,The Immortals,1995,98,5.8,2
1515,1515,139668,True Crime,1999,127,6.6,2
1825,1825,2186812,It Boy,2013,92,6.4,1
626,626,1522857,The Oath,2010,90,7.4,3
2907,2907,290212,Full Frontal,2002,101,4.7,1
361,361,119167,Funny Games,1997,108,7.6,2
2439,2439,265029,America's Sweethearts,2001,102,5.7,1
1744,1744,116136,DragonHeart,1996,103,6.4,0
3,3,1375666,Inception,2010,148,8.8,0
887,887,1518821,The Agony and the Ecstasy of Phil Spector,2009,102,7.2,3
1516,1516,145660,Austin Powers: The Spy Who Shagged Me,1999,95,6.6,0
1820,1820,1697064,Deadly Code,2013,110,6.4,2
573,573,316016,Underwater Impressions,2002,45,7.4,3
1282,1282,303307,Blue Vinyl,2002,98,6.8,3
2278,2278,277185,New York in the 50's,2000,72,5.9,3
1835,1835,3324494,Next Time I'll Aim for the Heart,2014,111,6.4,2
1369,1369,3065132,He Named Me Malala,2015,88,6.8,3
469,469,217505,Gangs of New York,2002,167,7.5,2
1273,1273,120399,U Turn,1997,125,6.8,2
691,691,122690,Ronin,1998,122,7.3,0
1413,1413,281870,La fuga,2001,117,6.7,2
2942,2942,1227931,Slightly Single in L.A.,2013,88,4.5,1
1604,1604,4008606,Hockney,2014,112,6.6,3
146,146,1377796,Such Hawks Such Hounds,2008,84,8.0,3
730,730,902967,The Crimson Wing: Mystery of the Flamingos,2008,78,7.3,3
1602,1602,3433632,SK1,2014,120,6.6,2
704,704,301414,Man on the Train,2002,90,7.3,2
805,805,103793,Benny's Video,1992,105,7.2,2
1983,1983,365847,The Myth,2005,122,6.2,0
1542,1542,461989,The Magician,2005,85,6.6,2
2289,2289,404163,Even Money,2006,113,5.9,2
557,557,117500,The Rock,1996,136,7.4,0
2520,2520,463034,"You, Me and Dupree",2006,110,5.6,1
812,812,113749,Mallrats,1995,94,7.2,1
2541,2541,1661099,X: Night of Vengeance,2011,90,5.6,2
2759,2759,457875,Ek Ajnabee,2005,142,5.2,0
326,326,1931388,Beware of Mr. Baker,2012,100,7.7,3
560,560,120903,X-Men,2000,104,7.4,0
452,452,4897822,Where to Invade Next,2015,120,7.6,3
1079,1079,391225,The Hunting of the President,2004,90,7.0,3
2643,2643,314431,Hope Springs,2003,92,5.4,1
614,614,1233611,Visual Acoustics,2008,83,7.4,3
2117,2117,473174,Coffee Date,2006,91,6.1,1
1390,1390,112546,Mouth to Mouth,1995,106,6.7,1
151,151,1843335,Yutham Sei,2011,160,8.0,2
888,888,1528792,Ruhr,2009,121,7.2,3
1898,1898,1175709,All Good Things,2010,101,6.3,2
515,515,1566648,Waiting for 'Superman',2010,111,7.5,3
1558,1558,1133991,What Doesn't Kill You,2008,100,6.6,2
1697,1697,1911600,Miss Bala,2011,113,6.5,2
3093,3093,98965,Little Ninjas,1990,100,1.7,0
2656,2656,1334470,Raavan,2010,130,5.4,0
36,36,1832484,The Battle of Chernobyl,2006,94,8.4,3
1731,1731,108333,The Three Musketeers,1993,105,6.4,0
2099,2099,274166,Johnny English,2003,88,6.1,0
1160,1160,117110,Muppet Treasure Island,1996,99,6.9,0
1113,1113,1414368,Over Your Cities Grass Will Grow,2010,105,7.0,3
637,637,1821593,Bullhead,2011,129,7.4,2
1065,1065,129758,Arguing the World,1997,106,7.0,3
1599,1599,3091282,Burt's Buzz,2013,88,6.6,3
2196,2196,199314,About Adam,2000,97,6.0,1
3013,3013,825283,Maximum Ride,2016,88,3.9,0
1533,1533,401729,John Carter,2012,132,6.6,0
829,829,279112,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,105,7.2,0
2154,2154,1826590,About Last Night,2014,100,6.1,1
2478,2478,2430044,Jos???phine,2013,88,5.7,1
1545,1545,481348,Gitmo,2005,82,6.6,3
1815,1815,1445683,Great Directors,2009,90,6.4,3
1743,1743,115978,Criminals,1997,73,6.4,3
2464,2464,1534786,The Detective 2,2011,104,5.7,2
1598,1598,3019694,Not My Day,2014,110,6.6,0
1190,1190,424584,Writer of O,2004,80,6.9,3
2247,2247,3203890,Pulling Strings,2013,111,6.0,1
670,670,4936064,In Jackson Heights,2015,190,7.4,3
937,937,117060,Mission: Impossible,1996,110,7.1,0
389,389,808245,A Letter to Elia,2010,60,7.6,3
120,120,3120794,'Til Madness Do Us Part,2013,227,8.1,3
3030,3030,118661,The Avengers,1998,89,3.7,0
2338,2338,108633,The Young Americans,1993,103,5.8,2
517,517,1650404,Draquila - L'Italia che trema,2010,93,7.5,3
109,109,1929346,People of a Feather,2011,90,8.1,3
1414,1414,296572,The Chronicles of Riddick,2004,119,6.7,0
1871,1871,328031,King of the Ants,2003,102,6.3,2
1628,1628,120785,The Ice Rink,1998,80,6.5,1
1780,1780,487271,Wo ist Fred?,2006,107,6.4,1
1807,1807,1345505,The Pig Farm,2011,90,6.4,3
339,339,2802144,Kingsman: The Secret Service,2014,129,7.7,0
3005,3005,1091229,Chandni Chowk to China,2009,154,4.0,0
1663,1663,758786,Stuck,2007,85,6.5,2
364,364,124312,Ashes of Paradise,1997,116,7.6,2
2993,2993,108342,Time Runner,1993,90,4.1,0
2373,2373,914837,44 Inch Chest,2009,95,5.8,2
2466,2466,1570962,A Nightmare in Las Cruces,2011,103,5.7,3
738,738,1157685,The Betrayal - Nerakhoon,2008,96,7.3,3
3049,3049,3616894,Assassin X,2016,102,3.6,0
12,12,4057438,The Death of Jaime Roldos,2013,125,8.7,3
228,228,472043,Apocalypto,2006,139,7.8,0
1972,1972,165384,The Match,1999,95,6.2,1
1867,1867,243595,Kill Me Later,2001,89,6.3,2
2632,2632,120754,The Misadventures of Margaret,1998,105,5.4,1
2098,2098,269857,Real Fiction,2000,82,6.1,2
2463,2463,1518828,The Robbers,2009,93,5.7,0
2881,2881,398913,DOA: Dead or Alive,2006,87,4.8,0
1303,1303,476964,The Brave One,2007,122,6.8,2
20,20,475994,One Six Right,2005,73,8.6,3
696,696,170544,Samurai Fiction,1998,111,7.3,0
2729,2729,3491962,Outlaws and Angels,2016,120,5.3,0
1493,1493,4417522,Port of Call,2015,126,6.7,2
2816,2816,99260,China O'Brien,1990,86,5.0,0
1866,1866,209163,The Mummy Returns,2001,130,6.3,0
304,304,996966,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,103,7.7,3
458,458,107808,A Perfect World,1993,138,7.5,2
949,949,251160,John Q,2002,116,7.1,2
165,165,247586,Nine Queens,2000,114,7.9,2
2428,2428,137799,Ground Control,1998,93,5.7,0
372,372,290591,En construcci???n,2001,125,7.6,3
2847,2847,116606,If Lucy Fell,1996,92,4.9,1
1905,1905,1386697,Suicide Squad,2016,123,6.3,0
2427,2427,133152,Planet of the Apes,2001,119,5.7,0
2277,2277,243508,Pursuit of Happiness,2001,93,5.9,1
1140,1140,3949936,The Secret Society of Souptown,2015,95,7.0,0
2734,2734,5073738,Chemsex,2015,83,5.3,3
388,388,783550,Meth,2006,79,7.6,3
1597,1597,2955316,Spanish Affair,2014,98,6.6,1
2706,2706,850669,Slacker Uprising,2007,102,5.3,3
587,587,475169,13 Tzameti,2005,93,7.4,2
450,450,3529920,Super Juice Me!,2014,85,7.6,3
989,989,1045642,Tales from the Script,2009,105,7.1,3
6,6,317248,City of God,2002,130,8.7,2
1011,1011,1540814,Casino Jack and the United States of Money,2010,118,7.1,3
2320,2320,1625350,Vares: The Path of the Righteous Men,2012,93,5.9,2
2554,2554,3219678,A Brony Tale,2014,79,5.6,3
2906,2906,265104,The Breed,2001,91,4.7,0
1704,1704,2332522,Leviathan,2012,87,6.5,3
2324,2324,1935065,Not Suitable for Children,2012,97,5.9,1
2646,2646,382615,Cool!,2004,89,5.4,2
1930,1930,2262315,The Good Neighbor,2016,98,6.3,2
1886,1886,432637,Krrish,2006,185,6.3,0
1950,1950,104469,I Don't Buy Kisses Anymore,1992,110,6.2,1
70,70,455581,King Leopold's Ghost,2006,108,8.2,3
2105,2105,357608,Dogville Confessions,2003,52,6.1,3
1134,1134,2507128,Birth of the Living Dead,2013,76,7.0,3
97,97,478331,Workingman's Death,2005,122,8.1,3
279,279,322420,Life Is a Miracle,2004,155,7.7,1
2009,2009,1034389,The Eagle,2011,114,6.2,0
1546,1546,489067,Colour of the Loyalty,2005,90,6.6,2
2201,2201,253840,The Triumph of Love,2001,112,6.0,1
800,800,5673884,Clinton Cash,2016,60,7.3,3
2283,2283,324127,Suspect Zero,2004,99,5.9,2
451,451,4188192,The Ecstasy of Wilko Johnson,2015,92,7.6,3
973,973,475317,Tough Enough,2006,98,7.1,2
184,184,1125387,See What I'm Saying: The Deaf Entertainers Documentary,2009,91,7.9,3
40,40,4908644,Winter on Fire: Ukraine's Fight for Freedom,2015,102,8.4,3
1453,1453,1280011,No Impact Man: The Documentary,2009,93,6.7,3
1036,1036,2359024,Blue Ruin,2013,90,7.1,2
1773,1773,403539,Stille Nacht,2004,82,6.4,2
2459,2459,1291547,After Porn Ends,2012,94,5.7,3
2468,2468,1617207,Trick,2010,95,5.7,0
1873,1873,331338,16 Years of Alcohol,2003,102,6.3,2
2749,2749,193997,Hard,1998,102,5.2,2
280,280,326306,The Trials of Henry Kissinger,2002,80,7.7,3
3003,3003,780595,Redline,2007,95,4.0,0
3076,3076,2676350,April Rain,2014,90,2.9,0
1117,1117,1453253,Popatopolis,2009,75,7.0,3
3028,3028,106684,Deadfall,1993,98,3.7,2
2287,2287,372237,Guess Who,2005,105,5.9,1
395,395,988045,Sherlock Holmes,2009,128,7.6,0
1503,1503,108650,Moon Warriors,1992,83,6.6,0
2308,2308,1188983,Inspector Bellamy,2009,110,5.9,2
3063,3063,116341,Forest Warrior,1996,93,3.3,0
816,816,142316,Rainy Dog,1997,95,7.2,2
135,135,327056,Mystic River,2003,138,8.0,2
282,282,334548,The True Meaning of Pictures: Shelby Lee Adams' Appalachia,2002,75,7.7,3
2840,2840,2828954,7 Minutes,2014,92,5.0,2
1026,1026,2044040,The Last Gladiators,2011,94,7.1,3
49,49,264476,Children Underground,2001,104,8.3,3
2625,2625,112443,Bad Company,1995,108,5.4,2
2591,2591,847745,Manuale d'amore 2 (Capitoli successivi),2007,120,5.5,1
2750,2750,201394,The Shrink Is In,2001,92,5.2,1
13,13,4991384,Interrogation,2015,117,8.7,2
1581,1581,1913030,God Save My Shoes,2011,60,6.6,3
2381,2381,1447793,My Girlfriend's Boyfriend,2010,84,5.8,1
34,34,1773294,Bad Blood: A Cautionary Tale,2010,83,8.4,3
2234,2234,1730695,Blades of Blood,2010,111,6.0,0
1830,1830,2481248,Doc of the Dead,2014,81,6.4,3
2786,2786,120523,Wishful Thinking,1997,93,5.1,1
591,591,491244,Triad Election,2006,92,7.4,2
2496,2496,125678,Bongwater,1998,97,5.6,1
218,218,150230,The Cruise,1998,76,7.8,3
3058,3058,120389,Turbo: A Power Rangers Movie,1997,99,3.4,0
2619,2619,5646136,Hillary's America: The Secret History of the Democratic Party,2016,106,5.5,3
1351,1351,1699720,!Women Art Revolution,2010,83,6.8,3
1455,1455,1435513,Hysteria,2011,100,6.7,1
688,688,119107,"Fast, Cheap & Out of Control",1997,80,7.3,3
3046,3046,1290472,Dragon Hunter,2009,90,3.6,0
2061,2061,4601102,Made in France,2015,89,6.2,2
159,159,4483262,Cinema: A Public Affair,2015,100,8.0,3
1435,1435,489664,Shattered,2007,95,6.7,2
927,927,5278462,Author: The JT LeRoy Story,2016,110,7.2,3
1890,1890,461894,7 Virgins,2005,86,6.3,2
1874,1874,339482,The Over-Eater,2003,90,6.3,2
1333,1333,1223975,Tony Manero,2008,97,6.8,2
1066,1066,141105,Free Enterprise,1998,113,7.0,1
2605,2605,1690542,Final Sale,2011,91,5.5,2
1054,1054,99703,The Grifters,1990,110,7.0,2
1797,1797,1205535,The Rebound,2009,95,6.4,1
2742,2742,118229,Illtown,1996,103,5.2,2
2378,2378,1397514,Journey 2: The Mysterious Island,2012,94,5.8,0
3051,3051,203408,The Omega Code,1999,100,3.5,0
2784,2784,117898,"This World, Then the Fireworks",1997,100,5.1,2
2799,2799,402127,The Defender,2004,90,5.1,0
767,767,1787988,Talaash,2012,140,7.3,2
390,390,813547,The Counterfeiters,2007,98,7.6,2
1638,1638,264802,Live Nude Girls Unite!,2000,75,6.5,3
1779,1779,472205,Watching the Detectives,2007,91,6.4,1
2031,2031,1837574,Hyena,2014,112,6.2,2
412,412,1294164,Fuel,2008,112,7.6,3
836,836,359281,Flag Wars,2003,86,7.2,3
2532,2532,1080930,Expecting Love,2008,107,5.6,1
234,234,839851,Holes in My Shoes,2006,90,7.8,3
140,140,856008,Sharkwater,2006,89,8.0,3
627,627,1572965,Addicted to Plastic,2008,85,7.4,3
2362,2362,378109,Into the Blue,2005,110,5.8,0
60,60,1683890,The World According to Ion B.,2009,60,8.3,3
1494,1494,4619940,Chronicles of Evil,2015,102,6.7,2
1788,1788,1067773,Game of Assassins,2013,80,6.4,0
1337,1337,1305890,La vida loca,2008,90,6.8,3
1850,1850,105699,Unlawful Entry,1992,117,6.3,2
1007,1007,1434443,R,2010,99,7.1,2
551,551,104658,L.627,1992,145,7.4,2
1152,1152,100405,Pretty Woman,1990,119,6.9,1
15,15,103767,Baraka,1992,96,8.6,3
26,26,363510,The Revolution Will Not Be Televised,2003,74,8.5,3
1477,1477,2402179,Seduced and Abandoned,2013,98,6.7,3
3038,3038,1993391,10 Rules for Sleeping Around,2013,94,3.7,1
2922,2922,193364,The Order,2001,89,4.6,0
2224,2224,1267297,Hercules,2014,98,6.0,0
363,363,121766,Star Wars: Episode III - Revenge of the Sith,2005,140,7.6,0
2715,2715,1731701,Barely Lethal,2015,96,5.3,0
1429,1429,439511,Commune,2005,78,6.7,3
2109,2109,377062,Flight of the Phoenix,2004,113,6.1,0
85,85,4393514,Bitter Lake,2015,136,8.2,3
332,332,2381335,Fed Up,2014,92,7.7,3
2797,2797,365100,Dating Games People Play,2005,95,5.1,1
2477,2477,2419986,"Sexo f??­cil, pel???culas tristes",2014,91,5.7,1
1452,1452,1274293,Woochi,2009,136,6.7,0
1729,1729,102803,The Rocketeer,1991,108,6.4,0
203,203,3169780,Mediastan,2013,94,7.9,3
2261,2261,104926,Mr. Baseball,1992,108,5.9,1
2735,2735,5275886,Under the Gun,2016,110,5.3,3
1953,1953,107642,Caf??? au lait,1993,94,6.2,1
984,984,903627,Julia,2008,144,7.1,2
2375,2375,1046173,G.I. Joe: The Rise of Cobra,2009,118,5.8,0
208,208,100150,Miller's Crossing,1990,115,7.8,2
1285,1285,337960,Danny Deckchair,2003,100,6.8,1
913,913,3468612,American Hostage,2015,100,7.2,2
742,742,1235072,Sleep Furiously,2008,94,7.3,3
2542,2542,1661461,What a Man,2011,95,5.6,1
1440,1440,842929,Paranoid Park,2007,85,6.7,2
2330,2330,3108430,Misconception,2014,93,5.9,3
815,815,137363,Arlington Road,1999,117,7.2,2
2015,2015,1236194,Flicker,2008,75,6.2,3
2390,2390,1705126,Nesting,2012,93,5.8,1
1673,1673,1131674,Hippie Masala - F??¬r immer in Indien,2006,93,6.5,3
477,477,344936,Black Indians: An American Story,2001,60,7.5,3
2164,2164,2333784,The Expendables 3,2014,126,6.1,0
2714,2714,1628841,Independence Day: Resurgence,2016,120,5.3,0
909,909,2679480,Sulemani Keeda,2014,89,7.2,1
238,238,1002963,Y.M.I. Yeh Mera India,2008,137,7.8,2
635,635,1762233,Enchanted Kingdom 3D,2014,87,7.4,3
2899,2899,4871980,The Perfect Match,2016,96,4.8,1
30,30,342804,My Flesh and Blood,2003,83,8.4,3
2255,2255,4976984,Ghostheads,2016,73,6.0,3
2768,2768,1186371,The Storm Warriors,2009,111,5.2,0
1214,1214,1399584,New Muslim Cool,2009,83,6.9,3
400,400,1172995,The Linguists,2008,65,7.6,3
1081,1081,411477,Hellboy II: The Golden Army,2008,120,7.0,0
745,745,1313092,Animal Kingdom,2010,113,7.3,2
552,552,106384,Bells from the Deep,1993,60,7.4,3
1158,1158,115856,When the Cat's Away,1996,91,6.9,1
1513,1513,120657,The 13th Warrior,1999,102,6.6,0
864,864,1167611,Don't Be Bad,2015,100,7.2,2
